agency,price,location,link,bedrooms,bathrooms,area
,3.6 Crore,"Buch Executive Villas, Multan",https://www.zameen.com/Property/multan_buch_executive_villas_10_marla_ultra_modern_decent_designer_house_for_sale_in_buch_executive_villas_multan-52020950-8627-1.html,5,6,10 Marla
,3.6 Crore,"Buch Executive Villas, Multan",https://www.zameen.com/Property/multan_buch_executive_villas_10_marla_ultra_modern_luxury_charming_for_sale_in_buch_villas_multan-51993790-8627-1.html,5,6,10 Marla
,1.75 Crore,"Buch Executive Villas, Multan",https://www.zameen.com/Property/multan_buch_executive_villas_brand_new_5_marla_ultra_spanish_luxury_house_for_sale_in_buch_executive_multan-51972862-8627-1.html,4,5,5 Marla
,3.5 Crore,"Buch Executive Villas, Multan",https://www.zameen.com/Property/multan_buch_executive_villas_9_marla_spanish_elevation_hamid_block_buch_villas_j-71_demand_350-51950103-8627-1.html,5,6,9 Marla
,1.7 Crore,"Buch Executive Villas, Multan",https://www.zameen.com/Property/multan_buch_executive_villas_brand_new_5_marla_luxury_spanish_villa_in_buch_executive_villas_multan-51940245-8627-1.html,4,5,5 Marla
,1.2 Crore,"DHA Defence, Multan",https://www.zameen.com/Property/multan_dha_defence_5_marla_brand_new_villa_available-52106976-8581-1.html,3,3,5 Marla
,1.38 Crore,"Buch Executive Villas, Multan",https://www.zameen.com/Property/multan_buch_executive_villas_5_marla_luxury_house_for_sale-48127646-8627-1.html,4,4,5 Marla
,7 Crore,"Wapda Town Phase 2 - Block Q, Wapda Town Phase 2",https://www.zameen.com/Property/wapda_town_phase_2_wapda_town_phase_2_-_block_q_this_is_your_chance_to_buy_house_in_wapda_town_phase_2_-_block_q-52130589-14208-1.html,6,6,1 Kanal
,1.75 Crore,"Royal Orchard - Block G, Royal Orchard",https://www.zameen.com/Property/royal_orchard_royal_orchard_-_block_g_5_marla_house_in_only_rs_17500000-51332030-9500-1.html,3,3,5 Marla
,2.25 Crore,"Mujahid Green Valley, Multan Bypass",https://www.zameen.com/Property/multan_bypass_mujahid_green_valley_mujahid_green_valley_multan_near_wapda_town_phase_2-50624749-17264-1.html,4,5,7 Marla
,6.25 Crore,"Wapda Town Phase 2, Wapda Town",https://www.zameen.com/Property/wapda_town_wapda_town_phase_2_20_marla_house_with_salient_features_available_for_sale-50265672-5825-1.html,6,6,1 Kanal
,6 Crore,"Wapda Town Phase 1, Wapda Town",https://www.zameen.com/Property/wapda_town_wapda_town_phase_1_kanal_category_house_available_for_sale-49839320-5821-1.html,6,6,1 Kanal
,3.4 Crore,"Wapda Town Phase 1, Wapda Town",https://www.zameen.com/Property/wapda_town_wapda_town_phase_1_spanish_elevation_style_corner_house_available_for_sale-49673507-5821-1.html,5,6,10 Marla
,1.45 Crore,"Fatima Avenue, Multan Public School Road",https://www.zameen.com/Property/multan_public_school_road_fatima_avenue_prime_location_4_marla_house_for_sale_available_in_multan_public_school_road-50609246-21808-1.html,3,4,4 Marla
,6.5 Crore,"Royal Orchard, Multan Public School Road",https://www.zameen.com/Property/multan_public_school_road_royal_orchard_house_for_sale_in_royal_orchard-50144486-9492-1.html,5,1 Kanal,
,6.5 Crore,"Royal Orchard, Multan Public School Road",https://www.zameen.com/Property/multan_public_school_road_royal_orchard_a_palatial_residence_for_sale_in_royal_orchard_multan-51790451-9492-1.html,5,6,1 Kanal
,6.95 Crore,"Royal Orchard, Multan Public School Road",https://www.zameen.com/Property/multan_public_school_road_royal_orchard_20_marla_house_is_available_in_affordable_price_in_royal_orchard-51790452-9492-1.html,5,6,1 Kanal
,4.15 Crore,"Royal Orchard, Multan Public School Road",https://www.zameen.com/Property/multan_public_school_road_royal_orchard_12_marla_house_is_available_in_royal_orchard-51929873-9492-1.html,5,12 Marla,
,6.5 Crore,"Royal Orchard, Multan Public School Road",https://www.zameen.com/Property/multan_public_school_road_royal_orchard_20_marla_house_is_available_in_royal_orchard-51988407-9492-1.html,5,6,1 Kanal
,3.5 Crore,"Royal Orchard, Multan Public School Road",https://www.zameen.com/Property/multan_public_school_road_royal_orchard_10_marla_corner_design_american_style_villa_royal_orchard_multan-52092755-9492-1.html,5,6,10 Marla
,3.8 Crore,"Royal Orchard, Multan Public School Road",https://www.zameen.com/Property/multan_public_school_road_royal_orchard_11_marla_corner_newly_stylish_house_royal_orchard_multan-52170217-9492-1.html,5,7,11 Marla
,6 Crore,"Royal Orchard, Multan Public School Road",https://www.zameen.com/Property/multan_public_school_road_royal_orchard_20_marla_house_for_sale_in_the_perfect_location_of_royal_orchard-52294061-9492-1.html,6,6,1 Kanal
Titanium,1.7 Crore,"Buch Executive Villas, Multan",https://www.zameen.com/Property/multan_buch_executive_villas_5_marla_brand_new_house_for_sale_buch_executive_villas_multan-51233336-8627-1.html,4,5,5 Marla
Titanium,1.35 Crore,"Multan Public School Road, Multan",https://www.zameen.com/Property/multan_multan_public_school_road_5_marla_double_storey_house_for_sale_mps_road_near_bosan_road-52261735-8902-1.html,4,5,5 Marla
Titanium,1.8 Crore,"Buch Executive Villas, Multan",https://www.zameen.com/Property/multan_buch_executive_villas_5_marla_brand_new_house_in_buchvillas_hamid_block-51585330-8627-1.html,4,4,5 Marla
Titanium,90 Lakh,"Northern Bypass, Multan",https://www.zameen.com/Property/multan_northern_bypass_4_marla_double_story_house_for_sale_mps_road_near_northern_bypass_multan-52051266-8731-1.html,3,4,4 Marla
Titanium,2.9 Crore,"Buch Executive Villas, Multan",https://www.zameen.com/Property/multan_buch_executive_villas_7_5_marla_fully_furnished_designer_house_for_sale-52059694-8627-1.html,4,5,7.5 Marla
Titanium,1.7 Crore,"Shalimar Colony, Multan",https://www.zameen.com/Property/multan_shalimar_colony_6_marla_double_storey_luxurious_a_construction_house_for_sale_in_shalimar_colony-52088690-346-1.html,4,5,6 Marla
Titanium,85 Lakh,"Shalimar Colony, Multan",https://www.zameen.com/Property/multan_shalimar_colony_3_marla_brand_new_double_storey_house_for_sale_in_shalimar_colony-52128797-346-1.html,3,4,3 Marla
Titanium,85 Lakh,"Shalimar Colony, Multan",https://www.zameen.com/Property/multan_shalimar_colony_3_marla_beautifully_designed_architectural_house_for_sale_in_shalimar_colony-52112843-346-1.html,3,4,3 Marla
Titanium,1.28 Crore,"Bahadurpur, Multan",https://www.zameen.com/Property/multan_bahadurpur_5_marla_double_story_house_for_sale_in_bahadurpur-52138751-8620-1.html,3,4,5 Marla
Titanium,95 Lakh,"Multan Public School Road, Multan",https://www.zameen.com/Property/multan_multan_public_school_road_4_marla_corner_double-story_house_is_available_for_sale_in_mps_road-52148978-8902-1.html,3,4,4 Marla
Titanium,1.7 Crore,"Buch Executive Villas, Multan",https://www.zameen.com/Property/multan_buch_executive_villas_5_marla_modern_double_story_most_beautiful_house_for_sale_in_buch_exective_villas_multan-52165461-8627-1.html,4,5,5 Marla
,1.5 Crore,"Shalimar Colony, Multan",https://www.zameen.com/Property/multan_shalimar_colony_7_marla_double_story_house_for_sale_in_shalimar_colony-52293578-346-1.html,3,4,7 Marla
Titanium,1.82 Crore,"Shalimar Colony, Multan",https://www.zameen.com/Property/multan_shalimar_colony_7_marla_house_for_sale_shalimar_hota_location-51942576-346-1.html,5,6,7 Marla
Titanium,5.9 Crore,"Buch Executive Villas, Multan",https://www.zameen.com/Property/multan_buch_executive_villas_beautiful_new_house-51942807-8627-1.html,6,6,17 Marla
Titanium,3.6 Crore,"Royal Orchard - Block A, Royal Orchard",https://www.zameen.com/Property/royal_orchard_royal_orchard_-_block_a_10_marla_house_for_sale_royal_orchard_hot_location-51955609-9494-1.html,5,6,10 Marla
Titanium,3.65 Crore,"Royal Orchard - Block A, Royal Orchard",https://www.zameen.com/Property/royal_orchard_royal_orchard_-_block_a_10_marla_house_for_sale_royal_orchard_e_block_near_to_ap_mustafa_masjid-51956243-9494-1.html,5,5,10 Marla
Titanium,3.55 Crore,"Royal Orchard - Block A, Royal Orchard",https://www.zameen.com/Property/royal_orchard_royal_orchard_-_block_a_c_block_10_marla_brand_new_house_for_sale_royal_orchard_multan-51960681-9494-1.html,5,6,10 Marla
Titanium,3.4 Crore,"Royal Orchard - Block A, Royal Orchard",https://www.zameen.com/Property/royal_orchard_royal_orchard_-_block_a_beautiful_new_house-51964667-9494-1.html,5,6,10 Marla
Titanium,1.88 Crore,"Buch Executive Villas, Multan",https://www.zameen.com/Property/multan_buch_executive_villas_6_marla_triple_storey_house_for_sale_buch_executive_villas_main_boulevard-51973801-8627-1.html,4,5,6 Marla
Titanium,4.2 Crore,"Royal Orchard - Block E, Royal Orchard",https://www.zameen.com/Property/royal_orchard_royal_orchard_-_block_e_11_marla_corner_beautiful_new_house_for_sale_in_royal_orchard_multan-51984226-9497-1.html,5,6,11 Marla
Titanium,4.5 Crore,"DHA Defence, Multan",https://www.zameen.com/Property/multan_dha_defence_1_kanal_brand_new_house_for_sale_in_dha_multan_beautiful_new_house_for_sale-52004851-8581-1.html,8,6,1 Kanal
Titanium,1.68 Crore,"Buch Executive Villas, Multan",https://www.zameen.com/Property/multan_buch_executive_villas_5_marla_a_construction_house_for_sale_in_buch_executive_villas_multan-52024075-8627-1.html,4,5,5 Marla
Titanium,3.9 Crore,"Buch Executive Villas, Multan",https://www.zameen.com/Property/multan_buch_executive_villas_10_marla_house_for_sale_in_buch_executive_villas_multan-52031568-8627-1.html,6,6,10 Marla
Titanium,1.8 Crore,"Buch Executive Villas, Multan",https://www.zameen.com/Property/multan_buch_executive_villas_6_marla_house_for_sale_in_buch_executive_villas_multan_dream_house-52042869-8627-1.html,5,6,6 Marla
Titanium,4.4 Crore,"DHA Defence, Multan",https://www.zameen.com/Property/multan_dha_defence_1_kanal_house_for_sale_in_dha_multan_dream_house-52042905-8581-1.html,5,6,1 Kanal
Titanium,4.9 Crore,"Buch Executive Villas, Multan",https://www.zameen.com/Property/multan_buch_executive_villas_13_marla_brand_new_house_for_sale_in_buch_executive_villas_multan_dream_house-52060667-8627-1.html,5,6,13 Marla
Titanium,1.7 Crore,"Royal Orchard - Block A, Royal Orchard",https://www.zameen.com/Property/royal_orchard_royal_orchard_-_block_a_5_marla_house_for_sale_in_royal_orchard_multan_dream_house-52072744-9494-1.html,4,5,5 Marla
,2.3 Crore,"DHA Villas, DHA Defence",https://www.zameen.com/Property/dha_defence_dha_villas_dha_multan_9_marla_villa_4_bedroom_available_for_sale_vip_condition-51043532-14018-1.html,4,5,9 Marla
,1.7 Crore,"Buch Executive Villas - Phase 2, Buch Executive Villas",https://www.zameen.com/Property/buch_executive_villas_buch_executive_villas_-_phase_2_5_marla_spanish_luxury_villa_for_sale_in_buch_executive_villas_multan-52041942-19720-1.html,4,5,5 Marla
,4.9 Crore,"Buch Executive Villas, Multan",https://www.zameen.com/Property/multan_buch_executive_villas_13_marla_most_beautiful_modern_elevation_double_storey_luxury_house_for_sale-52141622-8627-1.html,6,7,13 Marla
,1.75 Crore,"Buch Executive Villas, Multan",https://www.zameen.com/Property/multan_buch_executive_villas_5_marla_luxury_house_for_sale_hamid_block_for_sale_in_buch_executive_villas_multan-52151630-8627-1.html,4,5,5 Marla
,1.7 Crore,"Buch Executive Villas, Multan",https://www.zameen.com/Property/multan_buch_executive_villas_5_marla_beautiful_luxurious_dreams_house_for_sale_in_buch_villas-52151885-8627-1.html,4,5,5 Marla
,1.8 Crore,"Buch Executive Villas, Multan",https://www.zameen.com/Property/multan_buch_executive_villas_5_marla_stylish_luxury_house_for_sale_hamid_block_buch_executive_villas-52292123-8627-1.html,4,5,5 Marla
,1.4 Crore,"Bahadurpur, Multan",https://www.zameen.com/Property/multan_bahadurpur_near_bilawal_house-52091153-8620-1.html,3,4,5 Marla
Titanium,2.7 Crore,"Wapda Town Phase 1, Wapda Town",https://www.zameen.com/Property/wapda_town_wapda_town_phase_1_10_marla_corner_beautiful_double_storey_house_for_sale_in_wapda_town-51958668-5821-1.html,5,6,10 Marla
Titanium,1.55 Crore,"Buch Executive Villas, Multan",https://www.zameen.com/Property/multan_buch_executive_villas_5_marla_brand_new_luxurious_double_storey_house_for_sale_in_buch_villas-51455234-8627-1.html,4,5,5 Marla
Titanium,4 Crore,"DHA Phase 1, DHA Defence",https://www.zameen.com/Property/dha_defence_dha_phase_1_20_marla_brand_new_ultra_modern_corner_house_for_sale_in_dha_phase_1-48472833-15631-1.html,5,6,1 Kanal
Titanium,1.25 Crore,"Shalimar Colony, Multan",https://www.zameen.com/Property/multan_shalimar_colony_5_marla_brand_new_beautiful_house_for_sale_in_shalimar_colony-48527006-346-1.html,4,6,5 Marla
Titanium,75 Lakh,"Shalimar Colony, Multan",https://www.zameen.com/Property/multan_shalimar_colony_3_5_marla_brand_new_house_for_sale_in_shalimar-48575058-346-1.html,3,4,3.5 Marla
Titanium,72 Lakh,"Model Town, Multan",https://www.zameen.com/Property/multan_model_town_3_marla_beautiful_double_storey_brand_new_house_for_sale_mps_road_near_bosan_road_and_model_town-49442865-1147-1.html,3,4,3 Marla
Titanium,1.45 Crore,"Buch Executive Villas, Multan",https://www.zameen.com/Property/multan_buch_executive_villas_5_marla_brand_new_luxury_house_for_sale_in_buch_villas-50357276-8627-1.html,4,5,5 Marla
Titanium,1.4 Crore,"Shalimar Colony, Multan",https://www.zameen.com/Property/multan_shalimar_colony_6_marla_brand_new_double_storey_beautiful_house_for_sale_in_shalimar-51549497-346-1.html,4,5,6 Marla
Titanium,1.4 Crore,"Shalimar Colony, Multan",https://www.zameen.com/Property/multan_shalimar_colony_6_marla_brand_new_double_storey_beautiful_house_for_sale_in_shalimar-51549497-346-1.html,4,5,6 Marla
Titanium,1.34 Crore,"Buch Executive Villas, Multan",https://www.zameen.com/Property/multan_buch_executive_villas_4_marla_brand_new_corner_luxurious_double_storey_spanish_outstanding_house_for_sale_in_buch_villas-51897125-8627-1.html,3,4,4 Marla
Titanium,1.39 Crore,"Royal Orchard, Multan Public School Road",https://www.zameen.com/Property/multan_public_school_road_royal_orchard_5_marla_brand_new_double_story_beautiful_house_for_sale_in_royal_orchard_multan-52104386-9492-1.html,3,4,5 Marla
Titanium,1.1 Crore,"Bahadurpur, Multan",https://www.zameen.com/Property/multan_bahadurpur_5_marla_luxurious_outstanding_double_story_beautiful_house_for_sale_in_bahadar_pur-52215729-8620-1.html,4,5,5 Marla
Titanium,3.3 Crore,"Royal Orchard, Multan Public School Road",https://www.zameen.com/Property/multan_public_school_road_royal_orchard_your_ideal_prime_location_10_marla_house_has_just_become_available_in_royal_orchard-51374780-9492-1.html,5,6,10 Marla
Titanium,24 Crore,"Buch Executive Villas, Multan",https://www.zameen.com/Property/multan_buch_executive_villas_prime_location_buch_executive_villas_farm_house_sized_72_marla_is_available-51374774-8627-1.html,8,6,3.6 Kanal
Titanium,1.15 Crore,"Al Sakina Villas, Bosan Road",https://www.zameen.com/Property/bosan_road_al_sakina_villas_5_marla_double_story_house_for_sale_al_sakina_villas-51514887-13593-1.html,3,4,5 Marla
Titanium,2.7 Crore,"Buch Executive Villas, Multan",https://www.zameen.com/Property/multan_buch_executive_villas_highly-desirable_prime_location_house_available_in_buch_executive_villas_for_sale-51374798-8627-1.html,7,6,7 Marla
Titanium,6.2 Crore,"Buch Executive Villas, Multan",https://www.zameen.com/Property/multan_buch_executive_villas_prime_location_17_marla_house_for_sale_available_in_buch_executive_villas-51374799-8627-1.html,6,6,17 Marla
Titanium,4 Crore,"Buch Executive Villas, Multan",https://www.zameen.com/Property/multan_buch_executive_villas_brand_new_triple_story_luxury_designer_corner_house_available_for_sale_in_bhuch_villas-52107442-8627-1.html,6,6,10 Marla
Titanium,3.2 Crore,"Buch Executive Villas, Multan",https://www.zameen.com/Property/multan_buch_executive_villas_brand_new_luxury_modern_designer_corner_house_available_for_sale_in_bhuch_villas-52107459-8627-1.html,5,6,11 Marla
Titanium,3.5 Crore,"Buch Executive Villas, Multan",https://www.zameen.com/Property/multan_buch_executive_villas_brand_new_luxury_modern_designer_house_available_for_sale_in_bhuch_villas-52203645-8627-1.html,5,6,11 Marla
,4.8 Crore,"DHA Phase 1 - Sector M, DHA Phase 1",https://www.zameen.com/Property/dha_phase_1_dha_phase_1_-_sector_m_on_excellent_location_house_of_20_marla_in_dha_phase_1_-_sector_m_for_sale-52232921-14312-1.html,5,6,1 Kanal
,1.05 Crore,"New Shalimar Colony, Multan",https://www.zameen.com/Property/multan_new_shalimar_colony_4_marla_corner_double_story_vip_house_for_sale_at_very_reasonable_price-52160454-12124-1.html,4,5,4 Marla
Titanium,1.7 Crore,"Buch Executive Villas, Multan",https://www.zameen.com/Property/multan_buch_executive_villas_5_marla_ultra_luxurious_designer_so_beautiful_house_for_sale_in_buch_executive_villas_multan-52289991-8627-1.html,4,5,5 Marla
,3.65 Crore,"Royal Orchard, Multan Public School Road",https://www.zameen.com/Property/multan_public_school_road_royal_orchard_house_for_sale_in_rs_37000000-52254091-9492-1.html,5,5,10 Marla
,3.7 Crore,"Wapda Town Phase 1 - Block E, Wapda Town Phase 1",https://www.zameen.com/Property/wapda_town_phase_1_wapda_town_phase_1_-_block_e_wapda_town_phase_1_-_block_e_10_marla_house_up_for_sale-52254086-14204-1.html,5,5,10 Marla
,3.8 Crore,"Royal Orchard, Multan Public School Road",https://www.zameen.com/Property/multan_public_school_road_royal_orchard_10_marla_spacious_house_available_in_royal_orchard_for_sale-52190693-9492-1.html,5,5,10 Marla
,2.4 Crore,"Garden Town, Multan",https://www.zameen.com/Property/multan_garden_town_house_of_10_marla_is_available_for_sale-52088835-924-1.html,4,5,10 Marla
,2.5 Crore,"Nasheman Colony, Multan",https://www.zameen.com/Property/multan_nasheman_colony_house_is_available_for_sale-52289422-1075-1.html,5,5,11 Marla
,4.5 Crore,"Shalimar Colony, Multan",https://www.zameen.com/Property/multan_shalimar_colony_centrally_located_prime_location_house_in_shalimar_colony_is_available_for_sale-52247835-346-1.html,5,6,1 Kanal
,3.8 Crore,"Royal Orchard, Multan Public School Road",https://www.zameen.com/Property/multan_public_school_road_royal_orchard_prime_location_royal_orchard_house_for_sale_sized_10_marla-52234073-9492-1.html,5,6,10 Marla
,5.5 Crore,"DHA Phase 1 - Sector M, DHA Phase 1",https://www.zameen.com/Property/dha_phase_1_dha_phase_1_-_sector_m_on_excellent_location_20_marla_house_in_multan_is_available_for_sale-52230487-14312-1.html,5,6,1 Kanal
,1.15 Crore,"Buch Executive Villas, Multan",https://www.zameen.com/Property/multan_buch_executive_villas_facing_park_buch_executive_villas_5_marla_house_up_for_sale-52263475-8627-1.html,2,3,5 Marla
,1 Crore,"Buch Executive Villas, Multan",https://www.zameen.com/Property/multan_buch_executive_villas_reserve_a_on_excellent_location_house_now_in_buch_executive_villas-52263476-8627-1.html,2,3,4 Marla
,2.65 Crore,"Multan Public School Road, Multan",https://www.zameen.com/Property/multan_multan_public_school_road_a_great_choice_for_a_on_excellent_location_11_marla_house_available_in_multan_public_school_road-52233110-8902-1.html,5,6,11 Marla
,3.55 Crore,"Shalimar Colony, Multan",https://www.zameen.com/Property/multan_shalimar_colony_17_5_marla_double_unit_house_is_available_for_sale-52223140-346-1.html,6,6,17.5 Marla
Titanium,1.65 Crore,"Buch Executive Villas, Multan",https://www.zameen.com/Property/multan_buch_executive_villas_06_marla_ultra_luxurious_corner_house_for_sale_buch_villas_multan-52275116-8627-1.html,5,6,6 Marla
Titanium,4.9 Crore,"Buch Executive Villas, Multan",https://www.zameen.com/Property/multan_buch_executive_villas_13_marla_corner_house_park_facing_available_for_sale_buch_villas_multan-52274607-8627-1.html,6,6,13 Marla
Titanium,2.8 Crore,"Buch Executive Villas, Multan",https://www.zameen.com/Property/multan_buch_executive_villas_7_5_marla_luxury_house_for_sale-52273805-8627-1.html,5,6,7 Marla
Titanium,1.75 Crore,"Buch Executive Villas, Multan",https://www.zameen.com/Property/multan_buch_executive_villas_5_marla_luxury_house_for_sale_available-52274469-8627-1.html,4,5,5 Marla
,3 Crore,"Model Town, Multan",https://www.zameen.com/Property/multan_model_town_7marla_double_story_house-52296103-1147-1.html,4,4,7 Marla
,1.65 Crore,"Bosan Road, Multan",https://www.zameen.com/Property/multan_bosan_road_6_marla_double_story_house_for_sale_in_multan_bosan_road-52295823-5705-1.html,5,5,6 Marla
,2.2 Crore,"Qasim Villas, Multan",https://www.zameen.com/Property/multan_qasim_villas_10_marla_house_available_for_sale-52221339-8686-1.html,5,5,10 Marla
,2.25 Crore,"Northern Bypass, Multan",https://www.zameen.com/Property/multan_northern_bypass_7_marla_modern_elevation_house_available_for_sale_grand_enclave_housing_society_northern_bypass_multan_park_facing_house_near_to_main_60_feet_road-50647082-8731-1.html,4,5,7 Marla
,5 Crore,"DHA Phase 1 - Sector M, DHA Phase 1",https://www.zameen.com/Property/dha_phase_1_dha_phase_1_-_sector_m_20_marla_brand_new_house_available_for_sale_dha_sector_m_multan-50624027-14312-1.html,5,6,1 Kanal
,55 Lakh,"MA Jinnah Road, Multan",https://www.zameen.com/Property/multan_ma_jinnah_road_very_prime_location_corner-52292365-10426-1.html,3,3,2.2 Marla
,55 Lakh,"MA Jinnah Road, Multan",https://www.zameen.com/Property/multan_ma_jinnah_road_very_prime_location_at_kareem_town_near_qasori_chock-52292347-10426-1.html,3,3,3 Marla
Titanium,1.3 Crore,"Shalimar Colony, Multan",https://www.zameen.com/Property/multan_shalimar_colony_5_marla_brand_new_luxury_house_for_sale_in_shalimar_colony-48473321-346-1.html,4,5,5 Marla
,1.6 Crore,"Buch Executive Villas, Multan",https://www.zameen.com/Property/multan_buch_executive_villas_brand_new_luxury_house_for_sale_in_buch_villa_s-51163186-8627-1.html,4,4,5 Marla
,3.75 Crore,"Citi Housing - Block C, Citi Housing Phase 1",https://www.zameen.com/Property/citi_housing_phase_1_citi_housing_-_block_c_ultra-luxurious_10_marla_home_for_sale_in_citi_housing_phase_1-52291185-17369-1.html,6,4,10 Marla
,2.5 Crore,"MDA Co-operative Housing Scheme, Multan",https://www.zameen.com/Property/multan_mda_co-operative_housing_scheme_mda_cooperative_multan_10_marla_house_available_for_sale-49663484-1400-1.html,5,5,10 Marla
Titanium,2.1 Crore,"Buch Executive Villas, Multan",https://www.zameen.com/Property/multan_buch_executive_villas_get_your_dream_prime_location_house_in_buch_executive_villas_buch_executive_villas-51374764-8627-1.html,5,5,6 Marla
Titanium,1.7 Crore,"Buch Executive Villas - Phase 1, Buch Executive Villas",https://www.zameen.com/Property/buch_executive_villas_buch_executive_villas_-_phase_1_5_marla_modern_designer_house_for_sale_in_buch_villas_multan-50708794-19719-1.html,4,5,5 Marla
Titanium,1.7 Crore,"Buch Executive Villas, Multan",https://www.zameen.com/Property/multan_buch_executive_villas_5_marla_spanish_most_beautiful_elegant_house_for_sale_on_prime_location_in_buch_executive_villas_multan-51896643-8627-1.html,4,5,5 Marla
,2.6 Crore,"Wapda Town Phase 1 - Block E, Wapda Town Phase 1",https://www.zameen.com/Property/wapda_town_phase_1_wapda_town_phase_1_-_block_e_double_storey_house-52167528-14204-1.html,5,5,7 Marla
Titanium,4.5 Crore,"DHA Phase 1 - Sector H, DHA Phase 1",https://www.zameen.com/Property/dha_phase_1_dha_phase_1_-_sector_h_spacious_prime_location_20_marla_house_available_for_sale_in_dha_phase_1_-_sector_h-51374784-14307-1.html,5,6,1 Kanal
Titanium,1.65 Crore,"Buch Executive Villas, Multan",https://www.zameen.com/Property/multan_buch_executive_villas_prime_location_5_marla_house_for_sale_in_beautiful_buch_executive_villas-51374789-8627-1.html,3,4,5 Marla
,3.4 Crore,"Wapda Town Phase 1 - Block D, Wapda Town Phase 1",https://www.zameen.com/Property/wapda_town_phase_1_wapda_town_phase_1_-_block_d_10_marla_brand_new_triple_story_house_for_sale-52028672-14203-1.html,7,6,10 Marla
,4.17 Crore,"Wapda Town Phase 1 - Block C, Wapda Town Phase 1",https://www.zameen.com/Property/wapda_town_phase_1_wapda_town_phase_1_-_block_c_wapda_town_phase_1_-_block_c_house_sized_10_marla_for_sale-52254090-14202-1.html,5,5,10 Marla
,3.25 Crore,"Gulgasht Colony, Multan",https://www.zameen.com/Property/multan_gulgasht_colony_ideal_flat_for_sale_in_gulgasht_colony-52283331-664-1.html,3,3,3 Marla
,3.7 Crore,"Air Force Officers Housing Scheme, Multan",https://www.zameen.com/Property/multan_air_force_officers_housing_scheme_14_marla_house-52054603-16169-1.html,4,5,14 Marla
,90 Lakh,"Garden Town, Multan",https://www.zameen.com/Property/multan_garden_town_you_can_find_a_gorgeous_house_for_sale_in_garden_town-52059364-924-1.html,5,4,5 Marla
,6.5 Crore,"Royal Orchard - Block A, Royal Orchard",https://www.zameen.com/Property/royal_orchard_royal_orchard_-_block_a_1_kanal_brand_new_house_for_sale-52298482-9494-1.html,5,7,1 Kanal
Titanium,3.5 Crore,"DHA Phase 1, DHA Defence",https://www.zameen.com/Property/dha_defence_dha_phase_1_prime_location_20_marla_house_for_sale_in_dha_phase_1-51528906-15631-1.html,5,6,1 Kanal
Titanium,4.35 Crore,"DHA Phase 1 - Sector M, DHA Phase 1",https://www.zameen.com/Property/dha_phase_1_dha_phase_1_-_sector_m_reserve_a_prime_location_house_now_in_dha_phase_1_-_sector_m-51528907-14312-1.html,5,6,1 Kanal
,1.8 Crore,"Buch Executive Villas, Multan",https://www.zameen.com/Property/multan_buch_executive_villas_5_marla_modern_triple_story_luxury_house_for_sale_in_buch_executive_villas_multan-52000467-8627-1.html,4,5,5 Marla
Titanium,2.8 Crore,"Askari 3, DHA Defence",https://www.zameen.com/Property/dha_defence_askari_3_12_marla_house_available_in_askari_3_for_sale-52295879-17156-1.html,4,4,12 Marla
Titanium,2.45 Crore,"Askari 3, DHA Defence",https://www.zameen.com/Property/dha_defence_askari_3_get_your_dream_house_in_askari_3_multan-52295878-17156-1.html,4,4,10 Marla
Titanium,3 Crore,"DHA Villas, DHA Defence",https://www.zameen.com/Property/dha_defence_dha_villas_your_ideal_12_marla_house_has_just_become_available_in_dha_villas-52295877-14018-1.html,5,5,12 Marla
Titanium,2.8 Crore,"DHA Villas, DHA Defence",https://www.zameen.com/Property/dha_defence_dha_villas_12_marla_house_is_available_in_affordable_price_in_dha_villas-52295876-14018-1.html,4,4,12 Marla
Titanium,2.55 Crore,"DHA Villas, DHA Defence",https://www.zameen.com/Property/dha_defence_dha_villas_highly-desirable_9_marla_house_available_in_dha_villas-52295874-14018-1.html,4,4,9 Marla
Titanium,2.2 Crore,"DHA Villas, DHA Defence",https://www.zameen.com/Property/dha_defence_dha_villas_9_marla_house_for_sale_in_the_perfect_location_of_dha_villas-52295873-14018-1.html,4,4,9 Marla
Titanium,1.7 Crore,"DHA Villas, DHA Defence",https://www.zameen.com/Property/dha_defence_dha_villas_buying_a_house_in_dha_villas-52295872-14018-1.html,3,4,6 Marla
,3.4 Crore,"Wapda Town Phase 1 - Block D, Wapda Town Phase 1",https://www.zameen.com/Property/wapda_town_phase_1_wapda_town_phase_1_-_block_d_ready_to_buy_a_house_10_marla_in_multan-51210419-14203-1.html,6,6,10 Marla
,1.8 Crore,"Buch Executive Villas, Multan",https://www.zameen.com/Property/multan_buch_executive_villas_5_marla_modern_triple_story_luxury_house_for_sale_in_buch_executive_villas_multan-52254053-8627-1.html,4,5,5 Marla
Titanium,4.44 Crore,"DHA Phase 1 - Sector H, DHA Phase 1",https://www.zameen.com/Property/dha_phase_1_dha_phase_1_-_sector_h_affordable_prime_location_house_available_for_sale_in_dha_phase_1_-_sector_h-51374782-14307-1.html,5,6,1 Kanal
Titanium,2.7 Crore,"Askari 3, DHA Defence",https://www.zameen.com/Property/dha_defence_askari_3_12_marla_house_in_askari_3_is_available_for_sale-52289614-17156-1.html,4,4,12 Marla
Titanium,2.2 Crore,"Askari 3, DHA Defence",https://www.zameen.com/Property/dha_defence_askari_3_spacious_10_marla_house_available_for_sale_in_askari_3-52289611-17156-1.html,4,4,10 Marla
