agency,price,location,link,bedrooms,bathrooms,area
Titanium,3.6 Crore,"DHA Villas, DHA Defence",https://www.zameen.com/Property/dha_defence_dha_villas_a_house_at_affordable_price_awaits_you-52289610-14018-1.html,5,5,12 Marla
Titanium,2.25 Crore,"DHA Villas, DHA Defence",https://www.zameen.com/Property/dha_defence_dha_villas_house_available_for_sale_in_dha_villas-52289608-14018-1.html,4,4,9 Marla
Titanium,3 Crore,"DHA Villas, DHA Defence",https://www.zameen.com/Property/dha_defence_dha_villas_your_ideal_12_marla_house_has_just_become_available_in_dha_villas-52289609-14018-1.html,4,4,12 Marla
Titanium,1.75 Crore,"DHA Villas, DHA Defence",https://www.zameen.com/Property/dha_defence_dha_villas_highly-coveted_6_marla_house_is_available_in_dha_villas_for_sale-52289607-14018-1.html,3,4,6 Marla
,3.4 Crore,"Wapda Town Phase 1 - Block D, Wapda Town Phase 1",https://www.zameen.com/Property/wapda_town_phase_1_wapda_town_phase_1_-_block_d_get_in_touch_now_to_buy_a_10_marla_house_in_wapda_town_phase_1_-_block_d-52247991-14203-1.html,5,5,10 Marla
,6.25 Crore,"Wapda Town Phase 1 - Block E, Wapda Town Phase 1",https://www.zameen.com/Property/wapda_town_phase_1_wapda_town_phase_1_-_block_e_reserve_a_centrally_located_house_in_wapda_town_phase_1_-_block_e-52247988-14204-1.html,6,6,1.2 Kanal
,6 Crore,"Wapda Town Phase 1 - Block E, Wapda Town Phase 1",https://www.zameen.com/Property/wapda_town_phase_1_wapda_town_phase_1_-_block_e_get_your_dream_facing_park_house_for_sale_in_wapda_town_phase_1_-_block_e_multan-52255423-14204-1.html,1,1 Kanal,
,2.95 Crore,"Wapda Town Phase 1 - Block E, Wapda Town Phase 1",https://www.zameen.com/Property/wapda_town_phase_1_wapda_town_phase_1_-_block_e_prime_location_10_marla_house_in_wapda_town_phase_1_block_e_is_best_option-52255425-14204-1.html,,,
,5.9 Crore,"Wapda Town Phase 1 - Block E, Wapda Town Phase 1",https://www.zameen.com/Property/wapda_town_phase_1_wapda_town_phase_1_-_block_e_looking_for_a_house_in_wapda_town_phase_1_-_block_e_multan-52255431-14204-1.html,6,6,1 Kanal
,2.15 Crore,"Wapda Town Phase 1 - Block E, Wapda Town Phase 1",https://www.zameen.com/Property/wapda_town_phase_1_wapda_town_phase_1_-_block_e_centrally_located_prime_location_house_for_sale_in_wapda_town_phase_1_block_e_available-52255427-14204-1.html,4,4,10 Marla
,1.35 Crore,"Wapda Town Phase 2, Wapda Town",https://www.zameen.com/Property/wapda_town_wapda_town_phase_2_prime_location_5_marla_house_for_sale_in_the_perfect_location_of_wapda_town_phase_2-52255428-5825-1.html,3,3,5 Marla
,2.5 Crore,"Wapda Town Phase 2, Wapda Town",https://www.zameen.com/Property/wapda_town_wapda_town_phase_2_triple_storey_12_marla_house_available_in_wapda_town_phase_2_for_sale-52255429-5825-1.html,4,5,12 Marla
,5.9 Crore,"Wapda Town Phase 1 - Block E, Wapda Town Phase 1",https://www.zameen.com/Property/wapda_town_phase_1_wapda_town_phase_1_-_block_e_a_20_marla_house_is_up_for_grabs_in_wapda_town-52258459-14204-1.html,6,6,1 Kanal
,3.1 Crore,"Wapda Town Phase 1 - Block E, Wapda Town Phase 1",https://www.zameen.com/Property/wapda_town_phase_1_wapda_town_phase_1_-_block_e_investors_should_sale_this_prime_location_house_located_ideally_in_wapda_town-52247984-14204-1.html,,,
,6 Crore,"Wapda Town Phase 1 - Block E, Wapda Town Phase 1",https://www.zameen.com/Property/wapda_town_phase_1_wapda_town_phase_1_-_block_e_prime_location_house_for_sale_in_multan-52247986-14204-1.html,6,6,1.2 Kanal
,4 Crore,"Wapda Town Phase 1 - Block E, Wapda Town Phase 1",https://www.zameen.com/Property/wapda_town_phase_1_wapda_town_phase_1_-_block_e_a_palatial_residence_for_sale_in_wapda_town_phase_1_-_block_e_multan-52247987-14204-1.html,5,6,1 Kanal
,3.2 Crore,"Wapda Town Phase 1 - Block E, Wapda Town Phase 1",https://www.zameen.com/Property/wapda_town_phase_1_wapda_town_phase_1_-_block_e_wapda_town_phase_1_-_block_e_10_marla_house_up_for_sale-52247989-14204-1.html,5,5,10 Marla
,2 Crore,"Wapda Town Phase 1 - Block E, Wapda Town Phase 1",https://www.zameen.com/Property/wapda_town_phase_1_wapda_town_phase_1_-_block_e_triple_storey_5_marla_house_for_sale_in_wapda_town_phase_1_-_block_e_multan-52247985-14204-1.html,4,4,5 Marla
,2.9 Crore,"Wapda Town Phase 2, Wapda Town",https://www.zameen.com/Property/wapda_town_wapda_town_phase_2_house_of_10_marla_in_wapda_town_phase_2_is_available-52247990-5825-1.html,4,4,10 Marla
,5.9 Crore,"Wapda Town Phase 1 - Block E, Wapda Town Phase 1",https://www.zameen.com/Property/wapda_town_phase_1_wapda_town_phase_1_-_block_e_20_marla_house_available_for_sale_in_wapda_town_phase_1_-_block_e_if_you_hurry-52258464-14204-1.html,6,6,1 Kanal
,1.3 Crore,"Wapda Town Phase 2, Wapda Town",https://www.zameen.com/Property/wapda_town_wapda_town_phase_2_get_your_dream_prime_location_house_in_wapda_town_phase_2_multan-52255424-5825-1.html,3,3,5 Marla
,1.5 Crore,"Wapda Town Phase 1 - Block E, Wapda Town Phase 1",https://www.zameen.com/Property/wapda_town_phase_1_wapda_town_phase_1_-_block_e_brand_new_5_marla_house_for_sale_in_wapda_town_phase_1_block_e_multan-52255426-14204-1.html,5,4,5 Marla
,5.5 Crore,"Wapda Town Phase 1 - Block E, Wapda Town Phase 1",https://www.zameen.com/Property/wapda_town_phase_1_wapda_town_phase_1_-_block_e_looking_for_a_house_in_wapda_town_phase_1_-_block_e_multan-52255430-14204-1.html,6,6,1.1 Kanal
,2.5 Crore,"Wapda Town Phase 1 - Block E, Wapda Town Phase 1",https://www.zameen.com/Property/wapda_town_phase_1_wapda_town_phase_1_-_block_e_house_of_7_marla_in_wapda_town_phase_1_-_block_e_is_available-52258463-14204-1.html,5,5,7 Marla
Titanium,2.5 Crore,"Askari 3, DHA Defence",https://www.zameen.com/Property/dha_defence_askari_3_premium_10_marla_house_is_available_for_sale_in_multan-52289352-17156-1.html,4,4,10 Marla
Titanium,3.25 Crore,"DHA Villas, DHA Defence",https://www.zameen.com/Property/dha_defence_dha_villas_get_your_hands_on_house_in_multan_best_area-52289350-14018-1.html,5,5,12 Marla
Titanium,2.8 Crore,"Askari 3, DHA Defence",https://www.zameen.com/Property/dha_defence_askari_3_book_a_house_of_12_marla_in_askari_3_multan-52289351-17156-1.html,4,4,12 Marla
Titanium,2.8 Crore,"DHA Villas, DHA Defence",https://www.zameen.com/Property/dha_defence_dha_villas_affordable_house_for_sale_in_dha_villas-52289349-14018-1.html,4,4,12 Marla
Titanium,2.5 Crore,"DHA Villas, DHA Defence",https://www.zameen.com/Property/dha_defence_dha_villas_buy_a_centrally_located_9_marla_house_in_dha_villas-52289348-14018-1.html,4,4,9 Marla
Titanium,1.75 Crore,"DHA Villas, DHA Defence",https://www.zameen.com/Property/dha_defence_dha_villas_house_is_available_for_sale_in_dha_villas-52289347-14018-1.html,3,4,6 Marla
,2.5 Crore,"Askari 3, DHA Defence",https://www.zameen.com/Property/dha_defence_askari_3_reasonably-priced_prime_location_12_marla_house_in_askari_3_multan_is_available_as_of_now-51960792-17156-1.html,4,5,12 Marla
,2.25 Crore,"Askari 3, DHA Defence",https://www.zameen.com/Property/dha_defence_askari_3_prime_location_10_marla_house_for_sale_in_the_perfect_location_of_askari_3-51960793-17156-1.html,4,5,10 Marla
,4.5 Crore,"Askari 3, DHA Defence",https://www.zameen.com/Property/dha_defence_askari_3_prime_location_askari_3_house_sized_20_marla_is_available-51960794-17156-1.html,5,6,1 Kanal
,4.5 Crore,"DHA Phase 1 - Sector M, DHA Phase 1",https://www.zameen.com/Property/dha_phase_1_dha_phase_1_-_sector_m_prime_location_house_spread_over_20_marla_in_dha_phase_1_-_sector_m_available-52006814-14312-1.html,5,6,1 Kanal
Titanium,1.6 Crore,"Royal Orchard - Block F, Royal Orchard",https://www.zameen.com/Property/royal_orchard_royal_orchard_-_block_f_house_for_sale_in_multan-52288902-9499-1.html,3,4,5 Marla
Titanium,1.6 Crore,"Royal Orchard - Block F, Royal Orchard",https://www.zameen.com/Property/royal_orchard_royal_orchard_-_block_f_facing_park_affordable_house_for_sale_in_royal_orchard_-_block_f-52100067-9499-1.html,3,4,5 Marla
Titanium,1.6 Crore,"Royal Orchard - Block F, Royal Orchard",https://www.zameen.com/Property/royal_orchard_royal_orchard_-_block_f_a_great_choice_for_a_facing_park_5_marla_house_available_in_royal_orchard_-_block_f-52056163-9499-1.html,3,4,5 Marla
Titanium,1.6 Crore,"Royal Orchard - Block F, Royal Orchard",https://www.zameen.com/Property/royal_orchard_royal_orchard_-_block_f_facing_park_5_marla_house_in_royal_orchard_-_block_f_is_best_option-52056162-9499-1.html,3,4,5 Marla
Titanium,1.6 Crore,"Royal Orchard - Block F, Royal Orchard",https://www.zameen.com/Property/royal_orchard_royal_orchard_-_block_f_facing_park_property_for_sale_in_royal_orchard_-_block_f_multan_is_available_under_rs_16000000-52026697-9499-1.html,3,4,5 Marla
Titanium,1.6 Crore,"Royal Orchard - Block F, Royal Orchard",https://www.zameen.com/Property/royal_orchard_royal_orchard_-_block_f_facing_park_house_sized_5_marla_available_in_royal_orchard_-_block_f-51985637-9499-1.html,3,4,5 Marla
,2.15 Crore,"Wapda Town Phase 2 - Block Q, Wapda Town Phase 2",https://www.zameen.com/Property/wapda_town_phase_2_wapda_town_phase_2_-_block_q_7_marla_double_storey_house_available_for_sale-50624567-14208-1.html,5,6,7 Marla
,2 Crore,"Shalimar Colony, Multan",https://www.zameen.com/Property/multan_shalimar_colony_10_marla_brand_new_beautifully_double_story_luxury_house-50849064-346-1.html,5,6,10 Marla
,6.5 Crore,"Model Town, Multan",https://www.zameen.com/Property/multan_model_town_double_storey_20_marla_house_for_sale_in_model_town_model_town-51189328-1147-1.html,6,6,1 Kanal
,2.25 Crore,"Wapda Town Phase 2 - Block R, Wapda Town Phase 2",https://www.zameen.com/Property/wapda_town_phase_2_wapda_town_phase_2_-_block_r_reserve_a_house_of_10_marla_now_in_wapda_town_phase_2_-_block_r-51081755-14209-1.html,4,4,10 Marla
,5.75 Crore,"DHA Phase 1 - Sector Q, DHA Phase 1",https://www.zameen.com/Property/dha_phase_1_dha_phase_1_-_sector_q_you_can_find_a_gorgeous_house_for_sale_in_dha_phase_1_-_sector_q-50000156-14316-1.html,5,6,1 Kanal
,6.5 Crore,"Royal Orchard, Multan Public School Road",https://www.zameen.com/Property/multan_public_school_road_royal_orchard_20_marla_house_available_for_sale_in_royal_orchard_multan-52254752-9492-1.html,6,6,1 Kanal
,2.25 Crore,"Wapda Town Phase 1 - Block E, Wapda Town Phase 1",https://www.zameen.com/Property/wapda_town_phase_1_wapda_town_phase_1_-_block_e_double_storey_house_is_for_sale-52167515-14204-1.html,5,5,7 Marla
Titanium,1.15 Crore,"Nasheman Colony, Multan",https://www.zameen.com/Property/multan_nasheman_colony_5_marla_beautiful_house_for_sale_in_nashiman_colony_multan-49339278-1075-1.html,3,4,5 Marla
,1.4 Crore,"Garden Town, Multan",https://www.zameen.com/Property/multan_garden_town_your_dream_6_marla_house_is_available_in_garden_town-51985180-924-1.html,4,5,6 Marla
,75 Lakh,"Garden Town, Multan",https://www.zameen.com/Property/multan_garden_town_3_marla_house_is_available_in_garden_town-52104924-924-1.html,2,3,3 Marla
,1.45 Crore,"Garden Town, Multan",https://www.zameen.com/Property/multan_garden_town_garden_town_7_marla_house_up_for_sale-51985179-924-1.html,4,5,7 Marla
,85 Lakh,"Garden Town, Multan",https://www.zameen.com/Property/multan_garden_town_prominently-located_5_marla_house_available_in_garden_town-52104925-924-1.html,3,4,5 Marla
,1.3 Crore,"Wapda Town Phase 1 - Block E, Wapda Town Phase 1",https://www.zameen.com/Property/wapda_town_phase_1_wapda_town_phase_1_-_block_e_buy_5_marla_house_at_highly_affordable_price-52247992-14204-1.html,3,3,5 Marla
,2.5 Crore,"Teachers Colony, Multan Public School Road",https://www.zameen.com/Property/multan_public_school_road_teachers_colony_grey_structure_18_marla_house_for_sale_in_teachers_colony_multan-52006816-12478-1.html,5,6,18 Marla
Titanium,80 Lakh,"MA Jinnah Road, Multan",https://www.zameen.com/Property/multan_ma_jinnah_road_house_for_sale_in_ma_jinnah_road-51944559-10426-1.html,4,5,5 Marla
,3.5 Crore,"Buch Executive Villas, Multan",https://www.zameen.com/Property/multan_buch_executive_villas_book_house_today_in_buch_executive_villas-52298481-8627-1.html,4,5,9 Marla
,1.4 Crore,"Shalimar Colony, Multan",https://www.zameen.com/Property/multan_shalimar_colony_a_great_choice_for_a_5_marla_house_available_in_shalimar_colony-51956413-346-1.html,3,4,5 Marla
Titanium,92 Lakh,"Bosan Road, Multan",https://www.zameen.com/Property/multan_bosan_road_3_5_marla_spnaish_brand_new_solid_construction_house_for_sale_in_near_to_notheren_bypass_multan-52287959-5705-1.html,3,4,3 Marla
,1.15 Crore,"Citi Housing - Block B, Citi Housing Phase 1",https://www.zameen.com/Property/citi_housing_phase_1_citi_housing_-_block_b_city_phase_1_house-51079816-17368-1.html,3,4,5 Marla
Titanium,3.05 Crore,"Buch Executive Villas - Phase 2, Buch Executive Villas",https://www.zameen.com/Property/buch_executive_villas_buch_executive_villas_-_phase_2_10_marla_modern_beautiful_house_for_sale_buch_executive_villas-52212208-19720-1.html,5,6,10 Marla
Titanium,1.75 Crore,"Buch Executive Villas - Phase 1, Buch Executive Villas",https://www.zameen.com/Property/buch_executive_villas_buch_executive_villas_-_phase_1_5_1_marla_most_beautiful_house_for_sale_buch_executive_villas-52218457-19719-1.html,4,5,5 Marla
Titanium,1.69 Crore,"Buch Executive Villas - Phase 1, Buch Executive Villas",https://www.zameen.com/Property/buch_executive_villas_buch_executive_villas_-_phase_1_5_marla_house_for_sale_buch_executive_villas-52224023-19719-1.html,4,4,6 Marla
Titanium,3.2 Crore,"Buch Executive Villas Extension, Buch Executive Villas",https://www.zameen.com/Property/buch_executive_villas_buch_executive_villas_extension_10_brand_new_luxury_house_for_sale-52270433-19721-1.html,5,6,10 Marla
Titanium,1.5 Crore,"Buch Executive Villas, Multan",https://www.zameen.com/Property/multan_buch_executive_villas_5_marla_luxury_house_for_sale_available-52271626-8627-1.html,4,4,5 Marla
,4 Crore,"Model Town - Block B, Model Town",https://www.zameen.com/Property/model_town_model_town_-_block_b_semi_commercial_model_town_b_block_13_70_marla_for_sale-52267525-5773-1.html,7,6,13 Marla
Titanium,1.7 Crore,"DHA Villas, DHA Defence",https://www.zameen.com/Property/dha_defence_dha_villas_6_marla_brand_new_double_story_luxurious_villas_available_for_sale-51248002-14018-1.html,3,4,6 Marla
Titanium,1.48 Crore,"Buch Executive Villas, Multan",https://www.zameen.com/Property/multan_buch_executive_villas_5_marla_brand_new_double_storey_luxurious_house_available_for_sale-51501026-8627-1.html,4,5,5 Marla
Titanium,68 Lakh,"Multan Public School Road, Multan",https://www.zameen.com/Property/multan_multan_public_school_road_3_marla_brand_new_double_storey_house_available_for_sale-51501914-8902-1.html,3,4,3 Marla
Titanium,60 Lakh,"Gulgasht Colony, Multan",https://www.zameen.com/Property/multan_gulgasht_colony_brand_new_double_storey_luxurious_house_available_for_sale-51719967-664-1.html,2,3,2 Marla
Titanium,1.1 Crore,"Shalimar Colony, Multan",https://www.zameen.com/Property/multan_shalimar_colony_5_marla_brand_new_double_story_luxurious_house_available_for_sale_in_prime_location_setlitown_shalimar-51902415-346-1.html,3,4,5 Marla
Titanium,1.55 Crore,"Buch Executive Villas, Multan",https://www.zameen.com/Property/multan_buch_executive_villas_4_marla_brand_new_double_story_luxurious_house_available_for_sale-52036688-8627-1.html,4,5,4 Marla
Titanium,1.7 Crore,"Buch Executive Villas, Multan",https://www.zameen.com/Property/multan_buch_executive_villas_5_marla_spanish_brand_new_double_storey_luxurious_house_available_for_sale-52164458-8627-1.html,4,5,5 Marla
Titanium,90 Lakh,"Northern Bypass, Multan",https://www.zameen.com/Property/multan_northern_bypass_4_marla_brand_new_double_storey_luxurious_house_available_for_sale-52174422-8731-1.html,3,4,4 Marla
Titanium,1.35 Crore,"Buch Executive Villas, Multan",https://www.zameen.com/Property/multan_buch_executive_villas_5_marla_brand_new_double_storey_beautiful_luxury_house_available_for_sale_in_buch_villas-48259754-8627-1.html,4,5,5 Marla
Titanium,3.9 Crore,"Buch Executive Villas - Phase 2, Buch Executive Villas",https://www.zameen.com/Property/buch_executive_villas_buch_executive_villas_-_phase_2_10_marla_brand_new_triple_storey_beautiful_luxury_house_available_for_sale_at_hot_location_in_buch_villas-49584354-19720-1.html,6,6,10 Marla
Titanium,1.2 Crore,"Chungi No 6, Multan",https://www.zameen.com/Property/multan_chungi_no_6_5_marla_corner_brand_new_spanish_beautiful_luxury_double_storey_house_available_for_sale_at_6_number_near_chase_up-50652944-12534-1.html,3,4,5 Marla
Titanium,2.2 Crore,"Shalimar Colony, Multan",https://www.zameen.com/Property/multan_shalimar_colony_10_marla_brand_new_beautiful_luxury_double_storey_house_available_for_sale_in_shalimar_colony-50822728-346-1.html,6,6,10 Marla
Titanium,98 Lakh,"Shalimar Colony, Multan",https://www.zameen.com/Property/multan_shalimar_colony_5_marla_brand_new_beautiful_luxury_double_storey_house_available_for_sale_in_shalimar_gated_society-50653545-346-1.html,4,5,4 Marla
Titanium,1.65 Crore,"Bosan Road, Multan",https://www.zameen.com/Property/multan_bosan_road_6_marla_brand_new_beautiful_luxury_double_storey_house_available_for_sale_at_main_bosan_road-51069234-5705-1.html,5,6,6 Marla
Titanium,1.5 Crore,"Buch Executive Villas - Phase 2, Buch Executive Villas",https://www.zameen.com/Property/buch_executive_villas_buch_executive_villas_-_phase_2_5_marla_double_heighted_beautiful_luxury_double_storey_house_available_for_sale_in_buch_villas_near_to_park-50856627-19720-1.html,3,4,5 Marla
Titanium,1.8 Crore,"Gulgasht Colony, Multan",https://www.zameen.com/Property/multan_gulgasht_colony_7_5_marla_corner_brand_new_beautiful_luxury_double_storey_house_available_for_sale_in_gulgasht_colony_attached_to_main_bosan_road-51216017-664-1.html,4,5,7.5 Marla
